cytokine,ID,sex,group,day,value,LOD,fold_change_baseline,NHP,virus
EGF,NV289,M,Control,-7,74.83,3.41,1,Cyno,Dengue virus
EGF,UG171,F,Control,-7,113.85,3.41,1,Cyno,Dengue virus
EGF,FR469A,M,1 Mosquito,-7,153.46,3.41,1,Cyno,Dengue virus
EGF,SB393,M,1 Mosquito,-7,86.71,3.41,1,Cyno,Dengue virus
EGF,NV259,F,Control,-7,116.48,3.41,1,Cyno,Dengue virus
EGF,UG253A,M,Control,-7,68.68,3.41,1,Cyno,Dengue virus
EGF,BC116A,M,10 Mosquitos,-7,28.12,3.41,1,Cyno,Dengue virus
EGF,CP60,F,1 Mosquito,-7,85.38,3.41,1,Cyno,Dengue virus
EGF,BC407,F,1 Mosquito,-7,37.34,3.41,1,Cyno,Dengue virus
EGF,FR423A,M,10 Mosquitos,-7,89.54,3.41,1,Cyno,Dengue virus
EGF,BC167,F,10 Mosquitos,-7,75.15,3.41,1,Cyno,Dengue virus
EGF,SB395,F,10 Mosquitos,-7,115.55,3.41,1,Cyno,Dengue virus
EGF,FR840,F,10 Mosquitos,-7,43.99,3.41,1,Cyno,Dengue virus
Eotaxin,SB393,M,1 Mosquito,-7,248.81,2.64,1,Cyno,Dengue virus
Eotaxin,CP60,F,1 Mosquito,-7,167.18,2.64,1,Cyno,Dengue virus
Eotaxin,BC116A,M,10 Mosquitos,-7,113.29,2.64,1,Cyno,Dengue virus
Eotaxin,BC407,F,1 Mosquito,-7,513.82,2.64,1,Cyno,Dengue virus
Eotaxin,FR469A,M,1 Mosquito,-7,221.02,2.64,1,Cyno,Dengue virus
Eotaxin,UG253A,M,Control,-7,140.99,2.64,1,Cyno,Dengue virus
Eotaxin,FR423A,M,10 Mosquitos,-7,219.62,2.64,1,Cyno,Dengue virus
Eotaxin,BC167,F,10 Mosquitos,-7,234.38,2.64,1,Cyno,Dengue virus
Eotaxin,NV259,F,Control,-7,271.82,2.64,1,Cyno,Dengue virus
Eotaxin,SB395,F,10 Mosquitos,-7,227.38,2.64,1,Cyno,Dengue virus
Eotaxin,NV289,M,Control,-7,238.07,2.64,1,Cyno,Dengue virus
Eotaxin,FR840,F,10 Mosquitos,-7,265.75,2.64,1,Cyno,Dengue virus
Eotaxin,UG171,F,Control,-7,196.23,2.64,1,Cyno,Dengue virus
G.CSF,NV289,M,Control,-7,113.59,113.59,NA,Cyno,Dengue virus
G.CSF,FR840,F,10 Mosquitos,-7,113.59,113.59,NA,Cyno,Dengue virus
G.CSF,UG171,F,Control,-7,140.01,113.59,1,Cyno,Dengue virus
G.CSF,SB395,F,10 Mosquitos,-7,120.44,113.59,1,Cyno,Dengue virus
G.CSF,BC167,F,10 Mosquitos,-7,113.59,113.59,1,Cyno,Dengue virus
G.CSF,SB393,M,1 Mosquito,-7,113.59,113.59,1,Cyno,Dengue virus
G.CSF,NV259,F,Control,-7,117.45,113.59,1,Cyno,Dengue virus
G.CSF,BC407,F,1 Mosquito,-7,243.55,113.59,NA,Cyno,Dengue virus
G.CSF,CP60,F,1 Mosquito,-7,172.38,113.59,1,Cyno,Dengue virus
G.CSF,FR469A,M,1 Mosquito,-7,206.16,113.59,1,Cyno,Dengue virus
G.CSF,BC116A,M,10 Mosquitos,-7,113.59,113.59,NA,Cyno,Dengue virus
G.CSF,UG253A,M,Control,-7,1171.88,113.59,1,Cyno,Dengue virus
G.CSF,FR423A,M,10 Mosquitos,-7,173.87,113.59,1,Cyno,Dengue virus
GM.CSF,BC116A,M,10 Mosquitos,-7,12.88,12.88,1,Cyno,Dengue virus
GM.CSF,CP60,F,1 Mosquito,-7,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,NV259,F,Control,-7,12.88,12.88,1,Cyno,Dengue virus
GM.CSF,SB393,M,1 Mosquito,-7,14.3,12.88,1,Cyno,Dengue virus
GM.CSF,NV289,M,Control,-7,16.13,12.88,1,Cyno,Dengue virus
GM.CSF,FR469A,M,1 Mosquito,-7,12.88,12.88,1,Cyno,Dengue virus
GM.CSF,FR423A,M,10 Mosquitos,-7,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,FR840,F,10 Mosquitos,-7,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,BC167,F,10 Mosquitos,-7,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,SB395,F,10 Mosquitos,-7,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,UG171,F,Control,-7,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,UG253A,M,Control,-7,12.88,12.88,NA,Cyno,Dengue virus
GM.CSF,BC407,F,1 Mosquito,-7,87.26,12.88,1,Cyno,Dengue virus
HGF,FR469A,M,1 Mosquito,-7,988.55,74.94,1,Cyno,Dengue virus
HGF,UG253A,M,Control,-7,8854.91,74.94,1,Cyno,Dengue virus
HGF,NV289,M,Control,-7,522.99,74.94,1,Cyno,Dengue virus
HGF,BC167,F,10 Mosquitos,-7,327.19,74.94,1,Cyno,Dengue virus
HGF,SB393,M,1 Mosquito,-7,1000.2,74.94,1,Cyno,Dengue virus
HGF,BC407,F,1 Mosquito,-7,2505.39,74.94,1,Cyno,Dengue virus
HGF,UG171,F,Control,-7,695.62,74.94,1,Cyno,Dengue virus
HGF,FR423A,M,10 Mosquitos,-7,681.8,74.94,1,Cyno,Dengue virus
HGF,CP60,F,1 Mosquito,-7,1552.87,74.94,1,Cyno,Dengue virus
HGF,FR840,F,10 Mosquitos,-7,202.52,74.94,1,Cyno,Dengue virus
HGF,NV259,F,Control,-7,813.52,74.94,1,Cyno,Dengue virus
HGF,SB395,F,10 Mosquitos,-7,1068.09,74.94,1,Cyno,Dengue virus
HGF,BC116A,M,10 Mosquitos,-7,88.33,74.94,1,Cyno,Dengue virus
I.TAC,NV289,M,Control,-7,130.27,32.66,1,Cyno,Dengue virus
I.TAC,UG171,F,Control,-7,196.42,32.66,1,Cyno,Dengue virus
I.TAC,SB393,M,1 Mosquito,-7,178.69,32.66,1,Cyno,Dengue virus
I.TAC,FR469A,M,1 Mosquito,-7,171.47,32.66,1,Cyno,Dengue virus
I.TAC,NV259,F,Control,-7,183.96,32.66,1,Cyno,Dengue virus
I.TAC,UG253A,M,Control,-7,114.21,32.66,1,Cyno,Dengue virus
I.TAC,CP60,F,1 Mosquito,-7,118.2,32.66,1,Cyno,Dengue virus
I.TAC,BC407,F,1 Mosquito,-7,262.5,32.66,1,Cyno,Dengue virus
I.TAC,BC116A,M,10 Mosquitos,-7,160.18,32.66,1,Cyno,Dengue virus
I.TAC,FR423A,M,10 Mosquitos,-7,480.57,32.66,1,Cyno,Dengue virus
I.TAC,FR840,F,10 Mosquitos,-7,194.41,32.66,1,Cyno,Dengue virus
I.TAC,SB395,F,10 Mosquitos,-7,171.02,32.66,1,Cyno,Dengue virus
I.TAC,BC167,F,10 Mosquitos,-7,114.3,32.66,1,Cyno,Dengue virus
IFN.g,CP60,F,1 Mosquito,-7,237.72,14.44,1,Cyno,Dengue virus
IFN.g,FR469A,M,1 Mosquito,-7,273.89,14.44,1,Cyno,Dengue virus
IFN.g,UG253A,M,Control,-7,14.44,14.44,1,Cyno,Dengue virus
IFN.g,NV289,M,Control,-7,204.87,14.44,1,Cyno,Dengue virus
IFN.g,BC116A,M,10 Mosquitos,-7,14.44,14.44,1,Cyno,Dengue virus
IFN.g,BC167,F,10 Mosquitos,-7,121.27,14.44,1,Cyno,Dengue virus
IFN.g,UG171,F,Control,-7,53.64,14.44,1,Cyno,Dengue virus
IFN.g,BC407,F,1 Mosquito,-7,206.85,14.44,1,Cyno,Dengue virus
IFN.g,FR423A,M,10 Mosquitos,-7,19.14,14.44,1,Cyno,Dengue virus
IFN.g,SB393,M,1 Mosquito,-7,85.76,14.44,1,Cyno,Dengue virus
IFN.g,NV259,F,Control,-7,28.96,14.44,1,Cyno,Dengue virus
IFN.g,SB395,F,10 Mosquitos,-7,146.63,14.44,1,Cyno,Dengue virus
IFN.g,FR840,F,10 Mosquitos,-7,14.44,14.44,1,Cyno,Dengue virus
IL.10,FR469A,M,1 Mosquito,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,SB395,F,10 Mosquitos,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,SB393,M,1 Mosquito,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,FR840,F,10 Mosquitos,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,UG253A,M,Control,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,NV289,M,Control,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,BC167,F,10 Mosquitos,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,NV259,F,Control,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,BC407,F,1 Mosquito,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,UG171,F,Control,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,CP60,F,1 Mosquito,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,BC116A,M,10 Mosquitos,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.10,FR423A,M,10 Mosquitos,-7,13.57,13.57,NA,Cyno,Dengue virus
IL.12,FR840,F,10 Mosquitos,-7,290,112.39,1,Cyno,Dengue virus
IL.12,BC167,F,10 Mosquitos,-7,1023.19,112.39,1,Cyno,Dengue virus
IL.12,SB395,F,10 Mosquitos,-7,2105.6,112.39,1,Cyno,Dengue virus
IL.12,BC116A,M,10 Mosquitos,-7,863.06,112.39,1,Cyno,Dengue virus
IL.12,CP60,F,1 Mosquito,-7,1029.51,112.39,1,Cyno,Dengue virus
IL.12,NV259,F,Control,-7,3090.37,112.39,1,Cyno,Dengue virus
IL.12,BC407,F,1 Mosquito,-7,1847.05,112.39,1,Cyno,Dengue virus
IL.12,FR423A,M,10 Mosquitos,-7,941.03,112.39,1,Cyno,Dengue virus
IL.12,NV289,M,Control,-7,1208.31,112.39,1,Cyno,Dengue virus
IL.12,SB393,M,1 Mosquito,-7,2611.85,112.39,1,Cyno,Dengue virus
IL.12,UG171,F,Control,-7,523.59,112.39,1,Cyno,Dengue virus
IL.12,FR469A,M,1 Mosquito,-7,2321.15,112.39,1,Cyno,Dengue virus
IL.12,UG253A,M,Control,-7,3470.95,112.39,1,Cyno,Dengue virus
IL.15,NV289,M,Control,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,SB393,M,1 Mosquito,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,UG171,F,Control,-7,75.45,75.45,1,Cyno,Dengue virus
IL.15,FR469A,M,1 Mosquito,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,BC116A,M,10 Mosquitos,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,NV259,F,Control,-7,75.45,75.45,1,Cyno,Dengue virus
IL.15,UG253A,M,Control,-7,880.32,75.45,NA,Cyno,Dengue virus
IL.15,FR423A,M,10 Mosquitos,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,CP60,F,1 Mosquito,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,BC407,F,1 Mosquito,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,SB395,F,10 Mosquitos,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,FR840,F,10 Mosquitos,-7,75.45,75.45,NA,Cyno,Dengue virus
IL.15,BC167,F,10 Mosquitos,-7,75.45,75.45,1,Cyno,Dengue virus
IL.17,NV289,M,Control,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,UG171,F,Control,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,SB393,M,1 Mosquito,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,FR469A,M,1 Mosquito,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,NV259,F,Control,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,UG253A,M,Control,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,BC116A,M,10 Mosquitos,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,CP60,F,1 Mosquito,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,BC407,F,1 Mosquito,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,FR423A,M,10 Mosquitos,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,BC167,F,10 Mosquitos,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,SB395,F,10 Mosquitos,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.17,FR840,F,10 Mosquitos,-7,30.96,30.96,NA,Cyno,Dengue virus
IL.1B,FR840,F,10 Mosquitos,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,BC167,F,10 Mosquitos,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,SB395,F,10 Mosquitos,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,FR469A,M,1 Mosquito,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,SB393,M,1 Mosquito,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,UG253A,M,Control,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,NV289,M,Control,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,NV259,F,Control,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,BC407,F,1 Mosquito,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,UG171,F,Control,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,CP60,F,1 Mosquito,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,BC116A,M,10 Mosquitos,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.1B,FR423A,M,10 Mosquitos,-7,12.04,12.04,NA,Cyno,Dengue virus
IL.2,UG253A,M,Control,-7,43.77,43.77,1,Cyno,Dengue virus
IL.2,NV289,M,Control,-7,43.77,43.77,1,Cyno,Dengue virus
IL.2,FR469A,M,1 Mosquito,-7,43.77,43.77,1,Cyno,Dengue virus
IL.2,BC407,F,1 Mosquito,-7,715.93,43.77,1,Cyno,Dengue virus
IL.2,UG171,F,Control,-7,43.77,43.77,NA,Cyno,Dengue virus
IL.2,SB393,M,1 Mosquito,-7,744.24,43.77,1,Cyno,Dengue virus
IL.2,CP60,F,1 Mosquito,-7,43.77,43.77,NA,Cyno,Dengue virus
IL.2,NV259,F,Control,-7,43.77,43.77,1,Cyno,Dengue virus
IL.2,BC116A,M,10 Mosquitos,-7,43.77,43.77,NA,Cyno,Dengue virus
IL.2,BC167,F,10 Mosquitos,-7,43.77,43.77,NA,Cyno,Dengue virus
IL.2,FR423A,M,10 Mosquitos,-7,43.77,43.77,NA,Cyno,Dengue virus
IL.2,SB395,F,10 Mosquitos,-7,43.77,43.77,NA,Cyno,Dengue virus
IL.2,FR840,F,10 Mosquitos,-7,43.77,43.77,1,Cyno,Dengue virus
IL.4,NV289,M,Control,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,UG171,F,Control,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,UG253A,M,Control,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,NV259,F,Control,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,BC407,F,1 Mosquito,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,SB393,M,1 Mosquito,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,CP60,F,1 Mosquito,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,FR469A,M,1 Mosquito,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,BC116A,M,10 Mosquitos,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,FR840,F,10 Mosquitos,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,FR423A,M,10 Mosquitos,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,BC167,F,10 Mosquitos,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.4,SB395,F,10 Mosquitos,-7,38.96,38.96,NA,Cyno,Dengue virus
IL.5,FR469A,M,1 Mosquito,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,UG253A,M,Control,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,BC167,F,10 Mosquitos,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,SB393,M,1 Mosquito,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,BC407,F,1 Mosquito,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,FR423A,M,10 Mosquitos,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,NV289,M,Control,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,BC116A,M,10 Mosquitos,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,CP60,F,1 Mosquito,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,UG171,F,Control,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,NV259,F,Control,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,SB395,F,10 Mosquitos,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.5,FR840,F,10 Mosquitos,-7,6.45,6.45,NA,Cyno,Dengue virus
IL.6,NV259,F,Control,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.6,NV289,M,Control,-7,8.56,7.71,1,Cyno,Dengue virus
IL.6,FR469A,M,1 Mosquito,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.6,UG253A,M,Control,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.6,SB393,M,1 Mosquito,-7,8.11,7.71,1,Cyno,Dengue virus
IL.6,FR840,F,10 Mosquitos,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.6,CP60,F,1 Mosquito,-7,7.71,7.71,1,Cyno,Dengue virus
IL.6,UG171,F,Control,-7,7.71,7.71,1,Cyno,Dengue virus
IL.6,BC407,F,1 Mosquito,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.6,BC167,F,10 Mosquitos,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.6,BC116A,M,10 Mosquitos,-7,11.18,7.71,1,Cyno,Dengue virus
IL.6,SB395,F,10 Mosquitos,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.6,FR423A,M,10 Mosquitos,-7,7.71,7.71,NA,Cyno,Dengue virus
IL.8,UG253A,M,Control,-7,11.68,11.68,NA,Cyno,Dengue virus
IL.8,BC407,F,1 Mosquito,-7,11.68,11.68,NA,Cyno,Dengue virus
IL.8,CP60,F,1 Mosquito,-7,11.68,11.68,NA,Cyno,Dengue virus
IL.8,BC116A,M,10 Mosquitos,-7,11.68,11.68,NA,Cyno,Dengue virus
IL.8,UG171,F,Control,-7,11.68,11.68,NA,Cyno,Dengue virus
IL.8,FR423A,M,10 Mosquitos,-7,11.68,11.68,1,Cyno,Dengue virus
IL.8,NV259,F,Control,-7,11.68,11.68,NA,Cyno,Dengue virus
IL.8,SB395,F,10 Mosquitos,-7,11.68,11.68,1,Cyno,Dengue virus
IL.8,SB393,M,1 Mosquito,-7,14.93,11.68,1,Cyno,Dengue virus
IL.8,FR840,F,10 Mosquitos,-7,23.01,11.68,1,Cyno,Dengue virus
IL.8,NV289,M,Control,-7,17.91,11.68,1,Cyno,Dengue virus
IL.8,FR469A,M,1 Mosquito,-7,126.69,11.68,1,Cyno,Dengue virus
IL.8,BC167,F,10 Mosquitos,-7,11.92,11.68,1,Cyno,Dengue virus
IL.RA,UG253A,M,Control,-7,274.04,55.74,1,Cyno,Dengue virus
IL.RA,FR423A,M,10 Mosquitos,-7,250.2,55.74,1,Cyno,Dengue virus
IL.RA,BC167,F,10 Mosquitos,-7,245.85,55.74,1,Cyno,Dengue virus
IL.RA,BC407,F,1 Mosquito,-7,214.41,55.74,1,Cyno,Dengue virus
IL.RA,SB395,F,10 Mosquitos,-7,239.83,55.74,1,Cyno,Dengue virus
IL.RA,NV289,M,Control,-7,191.87,55.74,1,Cyno,Dengue virus
IL.RA,FR469A,M,1 Mosquito,-7,265.11,55.74,1,Cyno,Dengue virus
IL.RA,BC116A,M,10 Mosquitos,-7,203.66,55.74,1,Cyno,Dengue virus
IL.RA,CP60,F,1 Mosquito,-7,55.74,55.74,1,Cyno,Dengue virus
IL.RA,FR840,F,10 Mosquitos,-7,55.74,55.74,1,Cyno,Dengue virus
IL.RA,UG171,F,Control,-7,240.68,55.74,1,Cyno,Dengue virus
IL.RA,NV259,F,Control,-7,180.4,55.74,1,Cyno,Dengue virus
IL.RA,SB393,M,1 Mosquito,-7,336.22,55.74,1,Cyno,Dengue virus
IP.10,UG253A,M,Control,-7,7.9,4.38,1,Cyno,Dengue virus
IP.10,BC407,F,1 Mosquito,-7,26.77,4.38,1,Cyno,Dengue virus
IP.10,FR423A,M,10 Mosquitos,-7,9.29,4.38,1,Cyno,Dengue virus
IP.10,CP60,F,1 Mosquito,-7,4.38,4.38,1,Cyno,Dengue virus
IP.10,SB395,F,10 Mosquitos,-7,4.38,4.38,1,Cyno,Dengue virus
IP.10,NV289,M,Control,-7,8.76,4.38,1,Cyno,Dengue virus
IP.10,BC116A,M,10 Mosquitos,-7,4.38,4.38,NA,Cyno,Dengue virus
IP.10,BC167,F,10 Mosquitos,-7,4.38,4.38,1,Cyno,Dengue virus
IP.10,FR840,F,10 Mosquitos,-7,4.38,4.38,1,Cyno,Dengue virus
IP.10,NV259,F,Control,-7,4.38,4.38,1,Cyno,Dengue virus
IP.10,UG171,F,Control,-7,6.21,4.38,1,Cyno,Dengue virus
IP.10,SB393,M,1 Mosquito,-7,4.38,4.38,1,Cyno,Dengue virus
IP.10,FR469A,M,1 Mosquito,-7,12.1,4.38,1,Cyno,Dengue virus
MCP.1,NV289,M,Control,-7,1337.16,20.12,1,Cyno,Dengue virus
MCP.1,UG171,F,Control,-7,631.87,20.12,1,Cyno,Dengue virus
MCP.1,NV259,F,Control,-7,557.81,20.12,1,Cyno,Dengue virus
MCP.1,SB393,M,1 Mosquito,-7,861.21,20.12,1,Cyno,Dengue virus
MCP.1,FR469A,M,1 Mosquito,-7,475.95,20.12,1,Cyno,Dengue virus
MCP.1,UG253A,M,Control,-7,368.61,20.12,1,Cyno,Dengue virus
MCP.1,BC167,F,10 Mosquitos,-7,559.84,20.12,1,Cyno,Dengue virus
MCP.1,BC407,F,1 Mosquito,-7,884.05,20.12,1,Cyno,Dengue virus
MCP.1,FR840,F,10 Mosquitos,-7,427.21,20.12,1,Cyno,Dengue virus
MCP.1,CP60,F,1 Mosquito,-7,700.61,20.12,1,Cyno,Dengue virus
MCP.1,BC116A,M,10 Mosquitos,-7,724.03,20.12,1,Cyno,Dengue virus
MCP.1,FR423A,M,10 Mosquitos,-7,435.21,20.12,1,Cyno,Dengue virus
MCP.1,SB395,F,10 Mosquitos,-7,592.16,20.12,1,Cyno,Dengue virus
MDC,FR469A,M,1 Mosquito,-7,1399.43,286.83,1,Cyno,Dengue virus
MDC,UG253A,M,Control,-7,2196.4,286.83,1,Cyno,Dengue virus
MDC,BC407,F,1 Mosquito,-7,1586.99,286.83,1,Cyno,Dengue virus
MDC,CP60,F,1 Mosquito,-7,899.29,286.83,1,Cyno,Dengue virus
MDC,NV289,M,Control,-7,1062.19,286.83,1,Cyno,Dengue virus
MDC,SB393,M,1 Mosquito,-7,1091.12,286.83,1,Cyno,Dengue virus
MDC,BC116A,M,10 Mosquitos,-7,981.73,286.83,1,Cyno,Dengue virus
MDC,UG171,F,Control,-7,1697.66,286.83,1,Cyno,Dengue virus
MDC,FR423A,M,10 Mosquitos,-7,1456.56,286.83,1,Cyno,Dengue virus
MDC,NV259,F,Control,-7,1761.65,286.83,1,Cyno,Dengue virus
MDC,SB395,F,10 Mosquitos,-7,1016.92,286.83,1,Cyno,Dengue virus
MDC,BC167,F,10 Mosquitos,-7,1115.78,286.83,1,Cyno,Dengue virus
MDC,FR840,F,10 Mosquitos,-7,1320.73,286.83,1,Cyno,Dengue virus
MIF,BC167,F,10 Mosquitos,-7,56.96,5.06,1,Cyno,Dengue virus
MIF,FR423A,M,10 Mosquitos,-7,231.97,5.06,1,Cyno,Dengue virus
MIF,NV289,M,Control,-7,114.24,5.06,1,Cyno,Dengue virus
MIF,BC116A,M,10 Mosquitos,-7,130.78,5.06,1,Cyno,Dengue virus
MIF,FR840,F,10 Mosquitos,-7,71,5.06,1,Cyno,Dengue virus
MIF,SB395,F,10 Mosquitos,-7,257.89,5.06,1,Cyno,Dengue virus
MIF,UG253A,M,Control,-7,102.57,5.06,1,Cyno,Dengue virus
MIF,UG171,F,Control,-7,461.17,5.06,1,Cyno,Dengue virus
MIF,NV259,F,Control,-7,156.22,5.06,1,Cyno,Dengue virus
MIF,CP60,F,1 Mosquito,-7,211.96,5.06,1,Cyno,Dengue virus
MIF,BC407,F,1 Mosquito,-7,283.61,5.06,1,Cyno,Dengue virus
MIF,SB393,M,1 Mosquito,-7,373.63,5.06,1,Cyno,Dengue virus
MIF,FR469A,M,1 Mosquito,-7,145.71,5.06,1,Cyno,Dengue virus
MIG,UG253A,M,Control,-7,254.65,24.23,1,Cyno,Dengue virus
MIG,BC407,F,1 Mosquito,-7,86.69,24.23,NA,Cyno,Dengue virus
MIG,NV289,M,Control,-7,24.23,24.23,NA,Cyno,Dengue virus
MIG,CP60,F,1 Mosquito,-7,117.71,24.23,1,Cyno,Dengue virus
MIG,UG171,F,Control,-7,24.23,24.23,1,Cyno,Dengue virus
MIG,BC116A,M,10 Mosquitos,-7,24.23,24.23,NA,Cyno,Dengue virus
MIG,BC167,F,10 Mosquitos,-7,24.23,24.23,NA,Cyno,Dengue virus
MIG,NV259,F,Control,-7,24.23,24.23,NA,Cyno,Dengue virus
MIG,FR423A,M,10 Mosquitos,-7,24.23,24.23,NA,Cyno,Dengue virus
MIG,FR469A,M,1 Mosquito,-7,24.23,24.23,NA,Cyno,Dengue virus
MIG,SB393,M,1 Mosquito,-7,24.23,24.23,1,Cyno,Dengue virus
MIG,SB395,F,10 Mosquitos,-7,24.23,24.23,NA,Cyno,Dengue virus
MIG,FR840,F,10 Mosquitos,-7,24.23,24.23,NA,Cyno,Dengue virus
MIP.1a,NV289,M,Control,-7,44.51,28.54,1,Cyno,Dengue virus
MIP.1a,SB393,M,1 Mosquito,-7,47.07,28.54,1,Cyno,Dengue virus
MIP.1a,UG171,F,Control,-7,42.18,28.54,1,Cyno,Dengue virus
MIP.1a,FR469A,M,1 Mosquito,-7,56.41,28.54,1,Cyno,Dengue virus
MIP.1a,NV259,F,Control,-7,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,UG253A,M,Control,-7,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,FR840,F,10 Mosquitos,-7,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,BC407,F,1 Mosquito,-7,89.34,28.54,1,Cyno,Dengue virus
MIP.1a,SB395,F,10 Mosquitos,-7,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,BC116A,M,10 Mosquitos,-7,28.54,28.54,1,Cyno,Dengue virus
MIP.1a,BC167,F,10 Mosquitos,-7,44.06,28.54,1,Cyno,Dengue virus
MIP.1a,CP60,F,1 Mosquito,-7,32.3,28.54,1,Cyno,Dengue virus
MIP.1a,FR423A,M,10 Mosquitos,-7,44.25,28.54,1,Cyno,Dengue virus
MIP.1B,BC116A,M,10 Mosquitos,-7,64.86,32.55,1,Cyno,Dengue virus
MIP.1B,SB393,M,1 Mosquito,-7,115.3,32.55,1,Cyno,Dengue virus
MIP.1B,FR469A,M,1 Mosquito,-7,207.64,32.55,1,Cyno,Dengue virus
MIP.1B,FR423A,M,10 Mosquitos,-7,54.25,32.55,1,Cyno,Dengue virus
MIP.1B,CP60,F,1 Mosquito,-7,147.48,32.55,1,Cyno,Dengue virus
